TIMESTAMP,DOY,SW_in,SW_out,LW_in,LW_out,P_mm
2016-08-01 00:00:00,214,-0.743,1.31,350.4,385.8,0.0
2016-08-01 00:10:00,214,-0.81,1.422,349.9,386.2,0.0
2016-08-01 00:20:00,214,-0.583,1.5330000000000001,347.4,386.0,0.0
2016-08-01 00:30:00,214,-0.875,1.5490000000000002,340.4,385.7,0.0
2016-08-01 00:40:00,214,-1.7009999999999998,1.548,333.3,385.0,0.0
2016-08-01 00:50:00,214,-1.681,1.784,331.1,384.0,0.0
2016-08-01 01:00:00,214,-1.896,1.6780000000000002,331.0,383.4,0.0
2016-08-01 01:10:00,214,-2.141,1.651,331.8,382.6,0.0
2016-08-01 01:20:00,214,-1.486,2.18,334.3,382.8,0.0
2016-08-01 01:30:00,214,-0.746,2.347,334.5,382.4,0.0
2016-08-01 01:40:00,214,-0.6729999999999999,2.3,329.1,382.5,0.0
2016-08-01 01:50:00,214,-1.6440000000000001,1.751,322.3,381.5,0.0
2016-08-01 02:00:00,214,-1.8619999999999999,1.705,319.8,380.5,0.0
2016-08-01 02:10:00,214,-1.999,1.4909999999999999,318.5,379.8,0.0
2016-08-01 02:20:00,214,-2.345,1.655,317.5,379.2,0.0
2016-08-01 02:30:00,214,-2.169,1.98,317.3,378.0,0.0
2016-08-01 02:40:00,214,-1.621,1.643,324.8,377.4,0.0
2016-08-01 02:50:00,214,-0.523,1.484,339.6,378.5,0.0
2016-08-01 03:00:00,214,-0.6659999999999999,0.9159999999999999,349.9,379.2,0.0
2016-08-01 03:10:00,214,-0.6779999999999999,0.7659999999999999,354.7,379.8,0.0
2016-08-01 03:20:00,214,-0.659,0.884,352.7,380.0,0.0
2016-08-01 03:30:00,214,-0.271,1.258,345.1,379.9,0.0
2016-08-01 03:40:00,214,2.147,1.7819999999999998,341.1,379.6,0.0
2016-08-01 03:50:00,214,13.59,3.75,335.9,379.3,0.0
2016-08-01 04:00:00,214,21.51,5.231,324.4,379.2,0.0
2016-08-01 04:10:00,214,32.91,8.55,320.2,379.2,0.0
2016-08-01 04:20:00,214,51.86,11.44,319.2,380.3,0.0
2016-08-01 04:30:00,214,90.0,21.18,316.4,381.3,0.0
2016-08-01 04:40:00,214,74.32,13.02,315.9,382.3,0.0
2016-08-01 04:50:00,214,90.2,14.6,328.4,382.9,0.0
2016-08-01 05:00:00,214,184.1,32.57,316.1,385.5,0.0
2016-08-01 05:10:00,214,218.2,34.6,317.4,388.2,0.0
2016-08-01 05:20:00,214,251.4,37.91,318.8,390.4,0.0
2016-08-01 05:30:00,214,284.2,41.14,320.1,392.5,0.0
2016-08-01 05:40:00,214,320.2,44.8,321.6,395.2,0.0
2016-08-01 05:50:00,214,356.4,48.11,323.3,398.2,0.0
2016-08-01 06:00:00,214,391.7,51.09,325.0,401.5,0.0
2016-08-01 06:10:00,214,424.0,54.11,327.5,405.8,0.0
2016-08-01 06:20:00,214,457.9,56.48,329.0,409.1,0.0
2016-08-01 06:30:00,214,471.1,59.47,330.1,412.4,0.0
2016-08-01 06:40:00,214,522.1,60.82,332.7,416.9,0.0
2016-08-01 06:50:00,214,555.4,64.19,333.8,419.2,0.0
2016-08-01 07:00:00,214,587.0,66.12,335.6,423.1,0.0
2016-08-01 07:10:00,214,607.9,67.91,338.3,427.5,0.0
2016-08-01 07:20:00,214,642.1,70.81,339.9,430.5,0.0
2016-08-01 07:30:00,214,667.3,73.14,342.0,434.1,0.0
2016-08-01 07:40:00,214,693.8,77.86,342.7,436.6,0.0
2016-08-01 07:50:00,214,717.6,80.3,344.0,439.3,0.0
2016-08-01 08:00:00,214,736.7,82.7,346.9,443.5,0.0
2016-08-01 08:10:00,214,760.7,84.7,349.3,447.2,0.0
2016-08-01 08:20:00,214,787.1,87.9,352.0,450.5,0.0
2016-08-01 08:30:00,214,494.3,52.2,353.8,442.7,0.0
2016-08-01 08:40:00,214,817.0,93.8,358.4,451.2,0.0
2016-08-01 08:50:00,214,919.0,106.1,364.5,458.2,0.0
2016-08-01 09:00:00,214,903.0,102.8,362.9,461.0,0.0
2016-08-01 09:10:00,214,934.0,108.4,367.5,461.8,0.0
2016-08-01 09:20:00,214,905.0,104.1,372.7,464.1,0.0
2016-08-01 09:30:00,214,930.0,108.1,375.5,463.9,0.0
2016-08-01 09:40:00,214,487.9,52.29,373.8,454.5,0.0
2016-08-01 09:50:00,214,909.0,106.2,371.3,464.4,0.0
2016-08-01 10:00:00,214,867.0,100.1,365.3,466.9,0.0
2016-08-01 10:10:00,214,813.0,95.0,372.9,464.5,0.0
2016-08-01 10:20:00,214,830.0,97.0,373.9,468.8,0.0
2016-08-01 10:30:00,214,498.9,56.17,375.7,461.1,0.0
2016-08-01 10:40:00,214,953.0,114.5,379.1,471.1,0.0
2016-08-01 10:50:00,214,915.0,109.4,385.6,474.4,0.0
2016-08-01 11:00:00,214,599.1,68.15,380.2,468.2,0.0
2016-08-01 11:10:00,214,903.0,109.4,381.4,472.8,0.0
2016-08-01 11:20:00,214,831.0,97.8,367.6,473.9,0.0
2016-08-01 11:30:00,214,720.0,85.1,369.6,471.4,0.0
2016-08-01 11:40:00,214,815.0,97.9,371.4,472.6,0.0
2016-08-01 11:50:00,214,407.2,45.81,379.5,464.1,0.0
2016-08-01 12:00:00,214,342.5,40.96,388.5,456.5,0.0
2016-08-01 12:10:00,214,231.0,28.6,390.5,450.5,0.0
2016-08-01 12:20:00,214,524.2,69.98,386.6,455.7,0.0
2016-08-01 12:30:00,214,584.4,73.85,384.2,463.4,0.0
2016-08-01 12:40:00,214,443.3,54.99,369.9,459.6,0.0
2016-08-01 12:50:00,214,409.6,52.36,374.0,456.1,0.0
2016-08-01 13:00:00,214,464.4,63.18,394.2,456.6,0.0
2016-08-01 13:10:00,214,604.6,82.6,390.7,464.0,0.0
2016-08-01 13:20:00,214,492.2,66.59,381.6,460.7,0.0
2016-08-01 13:30:00,214,457.5,61.94,377.1,459.0,0.0
2016-08-01 13:40:00,214,369.9,50.51,370.5,455.1,0.0
2016-08-01 13:50:00,214,402.7,57.68,370.3,456.1,0.0
2016-08-01 14:00:00,214,331.0,48.32,364.6,453.6,0.0
2016-08-01 14:10:00,214,304.2,46.9,365.4,451.8,0.0
2016-08-01 14:20:00,214,281.8,44.07,399.4,453.4,0.0
2016-08-01 14:30:00,214,99.6,11.36,409.9,447.0,0.0
2016-08-01 14:40:00,214,61.07,6.816,407.5,442.2,0.0
2016-08-01 14:50:00,214,35.12,3.998,402.4,438.7,0.0
2016-08-01 15:00:00,214,11.24,1.301,404.8,435.9,0.0
2016-08-01 15:10:00,214,5.169,0.7140000000000001,402.2,433.6,0.0
2016-08-01 15:20:00,214,1.9069999999999998,0.46399999999999997,406.3,432.2,0.0
2016-08-01 15:30:00,214,-0.8640000000000001,-0.738,403.2,428.4,0.0
2016-08-01 15:40:00,214,-1.6,-0.861,400.0,424.5,0.0
2016-08-01 15:50:00,214,-1.475,-0.49700000000000005,398.1,421.5,0.0
2016-08-01 16:00:00,214,-1.548,-0.42,396.3,419.5,0.0
2016-08-01 16:10:00,214,-1.703,-0.613,393.8,416.3,0.0
2016-08-01 16:20:00,214,-1.113,0.14400000000000002,391.5,415.3,0.0
2016-08-01 16:30:00,214,-0.938,0.45799999999999996,388.3,414.7,0.0
2016-08-01 16:40:00,214,-0.9279999999999999,0.53,389.6,414.3,0.0
2016-08-01 16:50:00,214,-0.89,0.86,388.7,413.9,0.0
2016-08-01 17:00:00,214,-0.924,0.838,387.6,413.5,0.0
2016-08-01 17:10:00,214,-1.255,0.614,386.2,412.6,0.0
2016-08-01 17:20:00,214,-1.3219999999999998,0.667,384.1,411.5,0.0
2016-08-01 17:30:00,214,-1.263,0.845,376.2,410.4,0.0
2016-08-01 17:40:00,214,-1.9380000000000002,1.229,356.6,408.2,0.0
2016-08-01 17:50:00,214,-2.043,1.494,354.0,406.4,0.0
2016-08-01 18:00:00,214,-1.0170000000000001,1.21,374.6,407.1,0.0
2016-08-01 18:10:00,214,-0.752,0.804,389.0,408.1,0.0
2016-08-01 18:20:00,214,-0.662,0.878,389.3,408.4,0.0
2016-08-01 18:30:00,214,-0.447,0.9159999999999999,389.8,408.4,0.0
2016-08-01 18:40:00,214,-0.7170000000000001,0.769,389.3,408.1,0.0
2016-08-01 18:50:00,214,-0.6779999999999999,0.6809999999999999,388.2,407.7,0.0
2016-08-01 19:00:00,214,-0.598,0.851,383.1,407.6,0.0
2016-08-01 19:10:00,214,-2.108,1.161,349.2,405.2,0.0
2016-08-01 19:20:00,214,-2.1519999999999997,1.228,342.2,402.6,0.0
2016-08-01 19:30:00,214,-2.214,1.4469999999999998,335.6,400.9,0.0
2016-08-01 19:40:00,214,-2.043,1.642,333.9,399.7,0.0
2016-08-01 19:50:00,214,-2.532,1.652,333.1,398.7,0.0
2016-08-01 20:00:00,214,-1.9609999999999999,1.821,352.6,398.3,0.0
2016-08-01 20:10:00,214,0.08900000000000001,1.4269999999999998,382.2,401.0,0.0
2016-08-01 20:20:00,214,-0.22,0.9109999999999999,382.9,401.8,0.0
2016-08-01 20:30:00,214,-0.306,0.909,380.8,402.2,0.0
2016-08-01 20:40:00,214,-0.5489999999999999,0.789,375.6,402.1,0.0
2016-08-01 20:50:00,214,-0.972,0.843,368.1,401.4,0.0
2016-08-01 21:00:00,214,-0.7809999999999999,0.715,376.7,401.5,0.0
2016-08-01 21:10:00,214,-0.49200000000000005,0.669,383.4,402.0,0.0
2016-08-01 21:20:00,214,-0.57,0.693,381.5,402.2,0.0
2016-08-01 21:30:00,214,-0.544,0.685,384.1,402.5,0.0
2016-08-01 21:40:00,214,-0.326,0.885,384.0,402.6,0.0
2016-08-01 21:50:00,214,-0.057999999999999996,1.167,384.5,403.0,0.0
2016-08-01 22:00:00,214,-0.429,0.78,385.4,402.9,0.0
2016-08-01 22:10:00,214,-1.371,0.872,364.7,401.1,0.0
2016-08-01 22:20:00,214,-2.273,1.5,339.6,397.8,0.0
2016-08-01 22:30:00,214,-0.85,1.187,369.3,397.8,0.0
2016-08-01 22:40:00,214,-0.636,0.53,377.4,398.5,0.0
2016-08-01 22:50:00,214,-1.253,0.7340000000000001,353.1,396.8,0.0
2016-08-01 23:00:00,214,-2.437,1.2930000000000001,324.6,393.2,0.0
2016-08-01 23:10:00,214,-2.748,1.327,322.7,390.1,0.0
2016-08-01 23:20:00,214,-1.949,1.754,322.2,389.0,0.0
2016-08-01 23:30:00,214,-1.9,1.694,322.5,388.1,0.0
2016-08-01 23:40:00,214,-0.922,2.468,323.6,390.1,0.0
2016-08-01 23:50:00,214,-1.859,2.013,323.3,389.6,0.0
2016-08-02 00:00:00,215,-2.416,1.67,321.2,387.5,0.0
2016-08-02 00:10:00,215,-2.9339999999999997,1.276,321.6,385.3,0.0
2016-08-02 00:20:00,215,-2.095,1.298,326.8,384.8,0.0
2016-08-02 00:30:00,215,-2.259,1.3969999999999998,317.6,383.2,0.0
2016-08-02 00:40:00,215,-2.011,1.604,316.8,382.2,0.0
2016-08-02 00:50:00,215,-1.41,2.069,316.5,382.1,0.0
2016-08-02 01:00:00,215,-1.426,2.153,316.6,382.1,0.0
2016-08-02 01:10:00,215,-1.296,2.195,316.6,382.5,0.0
2016-08-02 01:20:00,215,-1.659,1.8780000000000001,316.8,382.5,0.0
2016-08-02 01:30:00,215,-2.06,1.6740000000000002,317.2,381.4,0.0
2016-08-02 01:40:00,215,-2.233,1.565,319.8,380.3,0.0
2016-08-02 01:50:00,215,-2.025,1.537,324.2,380.4,0.0
2016-08-02 02:00:00,215,-2.171,1.6969999999999998,315.6,378.9,0.0
2016-08-02 02:10:00,215,-2.551,1.368,313.4,377.1,0.0
2016-08-02 02:20:00,215,-2.1590000000000003,1.706,313.5,376.4,0.0
2016-08-02 02:30:00,215,-1.4509999999999998,2.128,323.5,376.3,0.0
2016-08-02 02:40:00,215,-1.385,1.44,334.3,377.2,0.0
2016-08-02 02:50:00,215,-1.287,1.601,330.1,377.0,0.0
2016-08-02 03:00:00,215,-1.5630000000000002,1.889,315.7,376.3,0.0
2016-08-02 03:10:00,215,-1.177,1.62,332.9,376.8,0.0
2016-08-02 03:20:00,215,-1.604,0.79,335.0,376.8,0.0
2016-08-02 03:30:00,215,-1.5190000000000001,2.176,315.1,375.5,0.0
2016-08-02 03:40:00,215,0.898,2.5639999999999996,313.9,374.5,0.0
2016-08-02 03:50:00,215,8.69,3.403,320.9,374.6,0.0
2016-08-02 04:00:00,215,19.05,4.1080000000000005,335.2,376.1,0.0
2016-08-02 04:10:00,215,31.17,6.282,358.3,378.8,0.0
2016-08-02 04:20:00,215,35.42,6.494,365.7,380.7,0.0
2016-08-02 04:30:00,215,42.97,6.312,364.7,382.2,0.0
2016-08-02 04:40:00,215,58.47,8.28,363.7,383.6,0.0
2016-08-02 04:50:00,215,61.12,8.42,366.2,384.0,0.0
2016-08-02 05:00:00,215,59.75,8.05,349.7,384.3,0.0
2016-08-02 05:10:00,215,106.1,15.54,325.3,384.4,0.0
2016-08-02 05:20:00,215,114.7,15.92,323.6,385.5,0.0
2016-08-02 05:30:00,215,212.3,32.23,331.1,389.0,0.0
2016-08-02 05:40:00,215,228.8,32.07,352.3,394.6,0.0
2016-08-02 05:50:00,215,222.6,30.42,363.9,397.0,0.0
2016-08-02 06:00:00,215,294.6,41.51,351.8,399.7,0.0
2016-08-02 06:10:00,215,320.2,43.56,343.1,403.6,0.0
2016-08-02 06:20:00,215,309.5,41.35,341.2,405.4,0.0
2016-08-02 06:30:00,215,385.7,52.54,331.1,407.8,0.0
2016-08-02 06:40:00,215,434.0,58.5,328.8,412.8,0.0
2016-08-02 06:50:00,215,572.3,77.14,330.4,420.7,0.0
2016-08-02 07:00:00,215,595.4,77.38,331.9,425.5,0.0
2016-08-02 07:10:00,215,627.9,80.2,334.1,429.7,0.0
2016-08-02 07:20:00,215,652.9,82.0,335.4,433.5,0.0
2016-08-02 07:30:00,215,677.9,83.5,337.7,437.6,0.0
2016-08-02 07:40:00,215,700.4,85.0,339.8,441.8,0.0
2016-08-02 07:50:00,215,722.0,87.3,341.8,445.4,0.0
2016-08-02 08:00:00,215,746.5,89.8,343.1,448.3,0.0
2016-08-02 08:10:00,215,802.0,97.7,350.1,453.6,0.0
2016-08-02 08:20:00,215,682.3,81.3,379.1,453.8,0.0
2016-08-02 08:30:00,215,509.7,61.44,393.0,449.7,0.0
2016-08-02 08:40:00,215,810.0,100.2,354.2,455.1,0.0
2016-08-02 08:50:00,215,822.0,100.3,348.6,457.6,0.0
2016-08-02 09:00:00,215,833.0,99.7,351.4,463.2,0.0
2016-08-02 09:10:00,215,845.0,101.1,351.1,463.7,0.0
2016-08-02 09:20:00,215,856.0,102.8,352.8,466.2,0.0
2016-08-02 09:30:00,215,861.0,102.6,354.2,468.6,0.0
2016-08-02 09:40:00,215,862.0,103.1,355.4,470.9,0.0
2016-08-02 09:50:00,215,866.0,103.0,358.0,473.8,0.0
2016-08-02 10:00:00,215,870.0,104.3,358.8,475.9,0.0
2016-08-02 10:10:00,215,868.0,104.9,359.8,477.1,0.0
2016-08-02 10:20:00,215,866.0,104.6,361.1,478.2,0.0
2016-08-02 10:30:00,215,863.0,105.0,361.7,478.5,0.0
2016-08-02 10:40:00,215,701.9,83.1,362.9,476.8,0.0
2016-08-02 10:50:00,215,779.6,94.6,366.3,476.2,0.0
2016-08-02 11:00:00,215,833.0,99.6,370.2,483.4,0.0
2016-08-02 11:10:00,215,826.0,99.8,369.0,483.3,0.0
2016-08-02 11:20:00,215,819.0,98.9,372.4,485.5,0.0
2016-08-02 11:30:00,215,753.5,89.7,369.2,483.5,0.0
2016-08-02 11:40:00,215,664.8,79.2,372.2,480.6,0.0
2016-08-02 11:50:00,215,754.6,92.1,372.9,484.3,0.0
2016-08-02 12:00:00,215,656.7,79.68,372.0,482.6,0.0
2016-08-02 12:10:00,215,718.0,88.5,375.6,484.3,0.0
2016-08-02 12:20:00,215,669.2,81.6,374.0,484.8,0.0
2016-08-02 12:30:00,215,632.9,78.21,370.9,483.2,0.0
2016-08-02 12:40:00,215,604.2,75.65,372.9,482.4,0.0
2016-08-02 12:50:00,215,569.4,73.34,372.7,479.6,0.0
2016-08-02 13:00:00,215,542.7,70.05,372.9,479.8,0.0
2016-08-02 13:10:00,215,508.4,64.97,378.5,480.1,0.0
2016-08-02 13:20:00,215,255.4,29.13,390.2,468.0,0.0
2016-08-02 13:30:00,215,153.4,19.02,401.3,457.9,0.0
2016-08-02 13:40:00,215,369.0,57.06,401.6,463.2,0.0
2016-08-02 13:50:00,215,304.6,42.62,389.8,462.7,0.0
2016-08-02 14:00:00,215,191.7,27.12,369.3,455.7,0.0
2016-08-02 14:10:00,215,119.7,16.17,365.0,449.9,0.0
2016-08-02 14:20:00,215,85.1,11.27,363.8,446.3,0.0
2016-08-02 14:30:00,215,91.2,15.15,363.0,444.8,0.0
2016-08-02 14:40:00,215,77.45,12.03,362.9,444.0,0.0
2016-08-02 14:50:00,215,60.73,9.0,362.7,442.1,0.0
2016-08-02 15:00:00,215,30.15,4.958,360.2,439.3,0.0
2016-08-02 15:10:00,215,18.85,3.821,360.0,437.5,0.0
2016-08-02 15:20:00,215,13.92,3.293,361.7,436.1,0.0
2016-08-02 15:30:00,215,9.63,2.9189999999999996,363.0,434.2,0.0
2016-08-02 15:40:00,215,4.548,2.306,357.6,432.2,0.0
2016-08-02 15:50:00,215,-0.172,1.3840000000000001,369.9,432.1,0.0
2016-08-02 16:00:00,215,-0.903,0.792,388.8,432.7,0.0
2016-08-02 16:10:00,215,-1.439,0.659,387.3,431.4,0.0
2016-08-02 16:20:00,215,-0.905,0.4,404.8,431.6,0.0
2016-08-02 16:30:00,215,-0.836,0.386,404.6,431.3,0.0
2016-08-02 16:40:00,215,-0.94,0.405,405.4,430.5,0.0
2016-08-02 16:50:00,215,-0.9009999999999999,0.59,405.0,429.7,0.0
2016-08-02 17:00:00,215,-6.157,6.252999999999999,411.9,419.6,0.0
2016-08-02 17:10:00,215,-6.127999999999999,10.35,402.8,415.0,0.0
2016-08-02 17:20:00,215,-3.359,13.03,391.8,411.3,0.0
2016-08-02 17:30:00,215,3.327,8.49,392.4,412.1,0.0
2016-08-02 17:40:00,215,3.734,4.513,394.7,413.4,0.0
2016-08-02 17:50:00,215,1.641,3.201,374.1,412.9,0.0
2016-08-02 18:00:00,215,0.222,2.254,372.5,412.4,0.0
2016-08-02 18:10:00,215,-1.345,1.172,373.1,411.5,0.0
2016-08-02 18:20:00,215,-0.503,0.6809999999999999,396.1,412.3,0.0
2016-08-02 18:30:00,215,-0.721,0.442,396.5,412.4,0.0
2016-08-02 18:40:00,215,-0.287,0.9390000000000001,396.4,413.0,0.0
2016-08-02 18:50:00,215,0.131,1.391,394.5,413.9,0.0
2016-08-02 19:00:00,215,-0.067,1.516,391.1,414.3,0.0
2016-08-02 19:10:00,215,-0.679,1.473,381.0,413.5,0.0
2016-08-02 19:20:00,215,-2.068,1.5719999999999998,355.7,411.0,0.0
2016-08-02 19:30:00,215,-2.205,1.5290000000000001,361.6,409.0,0.0
2016-08-02 19:40:00,215,-1.3880000000000001,0.003,384.3,407.9,0.0
2016-08-02 19:50:00,215,-0.9390000000000001,0.945,371.3,407.3,0.0
2016-08-02 20:00:00,215,-2.241,0.19899999999999998,363.4,405.3,0.0
2016-08-02 20:10:00,215,-1.088,0.43200000000000005,379.1,405.4,0.0
2016-08-02 20:20:00,215,-0.958,0.256,383.6,405.5,0.0
2016-08-02 20:30:00,215,-1.4969999999999999,0.59,359.5,404.1,0.0
2016-08-02 20:40:00,215,-2.338,1.068,342.9,401.8,0.0
2016-08-02 20:50:00,215,-1.742,1.4269999999999998,342.6,400.8,0.0
2016-08-02 21:00:00,215,-1.5619999999999998,1.5190000000000001,346.9,400.3,0.0
2016-08-02 21:10:00,215,-0.604,1.3030000000000002,368.8,401.4,0.0
2016-08-02 21:20:00,215,-0.462,0.9309999999999999,377.7,402.6,0.0
2016-08-02 21:30:00,215,-0.355,0.556,385.1,403.6,0.0
2016-08-02 21:40:00,215,-0.674,0.379,383.8,403.7,0.0
2016-08-02 21:50:00,215,-0.537,0.588,382.6,403.8,0.0
2016-08-02 22:00:00,215,-0.991,1.0390000000000001,353.9,403.1,0.0
2016-08-02 22:10:00,215,-1.546,1.839,335.9,402.0,0.0
2016-08-02 22:20:00,215,-2.174,1.6569999999999998,332.9,399.6,0.0
2016-08-02 22:30:00,215,-1.8319999999999999,1.725,332.7,397.2,0.0
2016-08-02 22:40:00,215,-2.201,1.43,332.6,395.1,0.0
2016-08-02 22:50:00,215,-2.9930000000000003,1.058,330.6,392.7,0.0
2016-08-02 23:00:00,215,-3.156,1.311,338.7,392.3,0.0
2016-08-02 23:10:00,215,-1.739,2.8160000000000003,327.3,391.2,0.0
2016-08-02 23:20:00,215,-1.355,3.0069999999999997,326.1,390.0,0.0
2016-08-02 23:30:00,215,-1.266,2.798,326.0,389.9,0.0
2016-08-02 23:40:00,215,-1.9669999999999999,2.166,325.6,388.7,0.0
2016-08-02 23:50:00,215,-1.399,2.199,324.6,388.5,0.0
2016-08-03 00:00:00,216,-1.636,1.9780000000000002,323.6,387.9,0.0
2016-08-03 00:10:00,216,-1.7469999999999999,1.956,323.2,387.1,0.0
2016-08-03 00:20:00,216,-1.68,1.7519999999999998,322.7,386.0,0.0
2016-08-03 00:30:00,216,-2.278,1.2770000000000001,321.8,384.3,0.0
2016-08-03 00:40:00,216,-1.871,1.45,321.5,383.4,0.0
2016-08-03 00:50:00,216,-1.567,1.66,321.7,383.0,0.0
2016-08-03 01:00:00,216,-1.97,1.598,321.1,381.9,0.0
2016-08-03 01:10:00,216,-1.7480000000000002,2.041,320.6,381.3,0.0
2016-08-03 01:20:00,216,-1.7930000000000001,1.626,319.9,380.5,0.0
2016-08-03 01:30:00,216,-2.2569999999999997,1.449,319.7,379.5,0.0
2016-08-03 01:40:00,216,-1.895,1.795,319.6,378.8,0.0
2016-08-03 01:50:00,216,-1.02,2.201,320.1,378.7,0.0
2016-08-03 02:00:00,216,-1.318,1.672,320.6,378.6,0.0
2016-08-03 02:10:00,216,-1.43,1.6469999999999998,320.6,378.6,0.0
2016-08-03 02:20:00,216,-1.234,1.805,320.9,379.1,0.0
2016-08-03 02:30:00,216,-1.101,1.716,321.4,379.8,0.0
2016-08-03 02:40:00,216,-1.381,1.54,321.3,379.3,0.0
2016-08-03 02:50:00,216,-1.776,1.22,320.6,378.3,0.0
2016-08-03 03:00:00,216,-2.333,1.113,319.9,377.2,0.0
2016-08-03 03:10:00,216,-1.662,1.952,320.1,377.2,0.0
2016-08-03 03:20:00,216,-0.84,2.222,320.6,377.5,0.0
2016-08-03 03:30:00,216,-0.506,1.712,320.6,376.9,0.0
2016-08-03 03:40:00,216,1.8940000000000001,1.6030000000000002,319.2,375.7,0.0
2016-08-03 03:50:00,216,12.38,4.4719999999999995,318.3,375.7,0.0
2016-08-03 04:00:00,216,28.04,8.4,318.5,377.0,0.0
2016-08-03 04:10:00,216,54.37,13.31,336.2,379.1,0.0
2016-08-03 04:20:00,216,66.08,13.75,362.6,384.3,0.0
2016-08-03 04:30:00,216,71.17,12.08,342.7,385.4,0.0
2016-08-03 04:40:00,216,86.3,14.14,326.4,385.6,0.0
2016-08-03 04:50:00,216,166.1,31.26,348.6,389.5,0.0
2016-08-03 05:00:00,216,150.3,25.06,338.7,391.9,0.0
2016-08-03 05:10:00,216,207.5,34.59,323.9,394.4,0.0
2016-08-03 05:20:00,216,248.3,39.4,324.9,396.9,0.0
2016-08-03 05:30:00,216,286.7,44.03,326.1,399.8,0.0
2016-08-03 05:40:00,216,322.6,48.06,327.9,403.3,0.0
2016-08-03 05:50:00,216,360.1,52.17,329.8,407.3,0.0
2016-08-03 06:00:00,216,393.4,55.23,331.8,412.0,0.0
2016-08-03 06:10:00,216,428.9,58.52,333.6,416.6,0.0
2016-08-03 06:20:00,216,462.7,60.75,336.0,422.1,0.0
2016-08-03 06:30:00,216,493.4,63.81,337.5,425.9,0.0
2016-08-03 06:40:00,216,525.8,65.37,341.9,432.1,0.0
2016-08-03 06:50:00,216,559.9,69.02,342.7,434.7,0.0
2016-08-03 07:00:00,216,586.4,72.43,345.4,439.0,0.0
2016-08-03 07:10:00,216,572.5,68.85,348.7,442.7,0.0
2016-08-03 07:20:00,216,643.5,77.17,348.7,446.1,0.0
2016-08-03 07:30:00,216,667.0,80.3,349.7,449.0,0.0
2016-08-03 07:40:00,216,694.3,82.8,350.8,452.6,0.0
2016-08-03 07:50:00,216,715.4,85.2,352.4,455.0,0.0
2016-08-03 08:00:00,216,636.7,73.6,354.9,455.9,0.0
2016-08-03 08:10:00,216,801.0,96.9,363.4,460.2,0.0
2016-08-03 08:20:00,216,801.0,95.1,365.3,468.1,0.0
2016-08-03 08:30:00,216,756.5,87.0,366.9,469.1,0.0
2016-08-03 08:40:00,216,645.1,75.92,367.2,463.6,0.0
2016-08-03 08:50:00,216,875.0,106.0,370.1,473.1,0.0
2016-08-03 09:00:00,216,754.5,90.8,378.3,473.2,0.0
2016-08-03 09:10:00,216,795.5,96.9,387.2,470.7,0.0
2016-08-03 09:20:00,216,659.9,79.1,404.0,474.1,0.0
2016-08-03 09:30:00,216,214.3,24.84,400.1,454.1,0.0
2016-08-03 09:40:00,216,204.6,24.98,403.5,450.8,0.0
2016-08-03 09:50:00,216,223.1,27.79,394.6,449.6,0.0
2016-08-03 10:00:00,216,467.7,59.21,398.0,457.2,0.0
2016-08-03 10:10:00,216,647.9,83.4,396.4,466.3,0.0
2016-08-03 10:20:00,216,648.9,80.8,384.3,471.6,0.0
2016-08-03 10:30:00,216,836.0,107.0,373.3,476.4,0.0
2016-08-03 10:40:00,216,919.0,118.8,382.2,481.4,0.0
2016-08-03 10:50:00,216,768.5,96.2,372.5,477.5,0.0
2016-08-03 11:00:00,216,811.0,101.7,372.1,482.0,0.0
2016-08-03 11:10:00,216,802.0,100.5,373.1,481.3,0.0
2016-08-03 11:20:00,216,584.6,72.45,376.9,476.4,0.0
2016-08-03 11:30:00,216,585.9,76.4,390.8,471.6,0.0
2016-08-03 11:40:00,216,819.0,106.0,384.2,481.6,0.0
2016-08-03 11:50:00,216,715.6,90.6,375.8,478.8,0.0
2016-08-03 12:00:00,216,546.4,69.37,383.0,475.0,0.0
2016-08-03 12:10:00,216,581.4,75.64,389.6,472.4,0.0
2016-08-03 12:20:00,216,307.9,39.66,392.1,463.8,0.0
2016-08-03 12:30:00,216,637.3,85.7,393.2,476.7,0.0
2016-08-03 12:40:00,216,621.5,83.0,379.3,474.2,0.0
2016-08-03 12:50:00,216,608.7,82.0,377.3,476.3,0.0
2016-08-03 13:00:00,216,550.8,75.73,370.1,472.7,0.0
2016-08-03 13:10:00,216,340.3,46.25,369.7,467.0,0.0
2016-08-03 13:20:00,216,293.8,42.34,376.4,460.2,0.0
2016-08-03 13:30:00,216,291.6,39.75,381.7,462.6,0.0
2016-08-03 13:40:00,216,274.4,38.85,386.3,459.5,0.0
2016-08-03 13:50:00,216,409.8,62.59,382.0,464.4,0.0
2016-08-03 14:00:00,216,356.3,55.5,386.4,463.8,0.0
2016-08-03 14:10:00,216,287.3,45.11,402.0,460.7,0.0
2016-08-03 14:20:00,216,286.8,46.11,392.2,459.4,0.0
2016-08-03 14:30:00,216,247.1,42.22,378.5,455.0,0.0
2016-08-03 14:40:00,216,202.8,36.37,373.6,451.6,0.0
2016-08-03 14:50:00,216,151.0,26.97,377.2,449.9,0.0
2016-08-03 15:00:00,216,122.8,23.56,403.9,449.7,0.0
2016-08-03 15:10:00,216,58.15,11.28,410.4,446.1,0.0
2016-08-03 15:20:00,216,36.2,7.098,404.4,439.9,0.0
